study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18629	SAMEA103911660	ERS1600828	ERX1944022	ERR1883521	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883521/ERR1883521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883521/ERR1883521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883521/ERR1883521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883521/ERR1883521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883521/ERR1883521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883521/ERR1883521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883521/R4077.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883521/R4077.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883521/R4077.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883521/R4077.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883521	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883521		
PRJEB18629	SAMEA103911661	ERS1600829	ERX1944023	ERR1883522	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883522/ERR1883522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883522/ERR1883522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883522/ERR1883522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883522/ERR1883522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883522/ERR1883522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883522/ERR1883522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883522/R4078.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883522/R4078.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883522/R4078.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883522/R4078.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883522	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883522		
PRJEB18629	SAMEA103911662	ERS1600830	ERX1944024	ERR1883523	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883523/ERR1883523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883523/ERR1883523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883523/ERR1883523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883523/ERR1883523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883523/ERR1883523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883523/ERR1883523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883523/R4079.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883523/R4079.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883523/R4079.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883523/R4079.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883523	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883523		
PRJEB18629	SAMEA103911663	ERS1600831	ERX1944025	ERR1883524	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883524/ERR1883524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883524/ERR1883524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883524/ERR1883524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883524/ERR1883524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883524/ERR1883524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883524/ERR1883524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883524/R4274.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883524/R4274.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883524/R4274.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883524/R4274.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883524	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883524		
PRJEB18629	SAMEA103911664	ERS1600832	ERX1944026	ERR1883525	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883525/ERR1883525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883525/ERR1883525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883525/ERR1883525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883525/ERR1883525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883525/ERR1883525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883525/ERR1883525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883525/R4268.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883525/R4268.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883525/R4268.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883525/R4268.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883525	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883525		
PRJEB18629	SAMEA103911665	ERS1600833	ERX1944027	ERR1883526	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883526/ERR1883526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883526/ERR1883526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883526/ERR1883526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883526/ERR1883526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883526/ERR1883526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883526/ERR1883526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883526/R3846.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883526/R3846.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883526/R3846.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883526/R3846.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883526	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883526		
PRJEB18629	SAMEA103911666	ERS1600834	ERX1944028	ERR1883527	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883527/ERR1883527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883527/ERR1883527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883527/ERR1883527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883527/ERR1883527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883527/ERR1883527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883527/ERR1883527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883527/R4267.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883527/R4267.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883527/R4267.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883527/R4267.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883527	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883527		
PRJEB18629	SAMEA103911667	ERS1600835	ERX1944029	ERR1883528	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883528/ERR1883528.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883528/ERR1883528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883528/ERR1883528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883528/ERR1883528.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883528/ERR1883528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883528/ERR1883528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883528/R3847.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883528/R3847.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883528/R3847.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883528/R3847.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883528	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883528		
PRJEB18629	SAMEA103911668	ERS1600836	ERX1944030	ERR1883529	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883529/ERR1883529.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883529/ERR1883529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883529/ERR1883529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883529/ERR1883529.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883529/ERR1883529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883529/ERR1883529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883529/R3234.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883529/R3234.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883529/R3234.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883529/R3234.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883529	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883529		
PRJEB18629	SAMEA103911669	ERS1600837	ERX1944031	ERR1883530	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883530/ERR1883530.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883530/ERR1883530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883530/ERR1883530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883530/ERR1883530.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883530/ERR1883530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883530/ERR1883530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883530/R4266.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883530/R4266.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883530/R4266.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883530/R4266.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883530	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883530		
PRJEB18629	SAMEA103911670	ERS1600838	ERX1944032	ERR1883531	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883531/ERR1883531.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883531/ERR1883531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883531/ERR1883531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883531/ERR1883531.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883531/ERR1883531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883531/ERR1883531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883531/R3848.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883531/R3848.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883531/R3848.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883531/R3848.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883531	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883531		
PRJEB18629	SAMEA103911671	ERS1600839	ERX1944033	ERR1883532	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883532/ERR1883532.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883532/ERR1883532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883532/ERR1883532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883532/ERR1883532.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883532/ERR1883532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883532/ERR1883532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883532/R4265.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883532/R4265.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883532/R4265.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883532/R4265.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883532	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883532		
PRJEB18629	SAMEA103911672	ERS1600840	ERX1944034	ERR1883533	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883533/ERR1883533.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883533/ERR1883533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883533/ERR1883533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883533/ERR1883533.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883533/ERR1883533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883533/ERR1883533_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883533/R3849.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883533/R3849.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883533/R3849.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883533/R3849.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883533	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883533		
PRJEB18629	SAMEA103911673	ERS1600841	ERX1944035	ERR1883534	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883534/ERR1883534.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883534/ERR1883534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883534/ERR1883534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883534/ERR1883534.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883534/ERR1883534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883534/ERR1883534_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883534/R3850.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883534/R3850.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883534/R3850.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883534/R3850.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883534	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883534		
PRJEB18629	SAMEA103911674	ERS1600842	ERX1944036	ERR1883535	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883535/ERR1883535.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883535/ERR1883535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883535/ERR1883535_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883535/ERR1883535.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883535/ERR1883535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883535/ERR1883535_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883535/R3235.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883535/R3235.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883535/R3235.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883535/R3235.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883535	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883535		
PRJEB18629	SAMEA103911675	ERS1600843	ERX1944037	ERR1883536	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883536/ERR1883536.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883536/ERR1883536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883536/ERR1883536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883536/ERR1883536.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883536/ERR1883536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883536/ERR1883536_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883536/R4264.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883536/R4264.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883536/R4264.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883536/R4264.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883536	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883536		
PRJEB18629	SAMEA103911676	ERS1600844	ERX1944038	ERR1883537	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883537/ERR1883537.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883537/ERR1883537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883537/ERR1883537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883537/ERR1883537.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883537/ERR1883537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883537/ERR1883537_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883537/R3236.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883537/R3236.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883537/R3236.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883537/R3236.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883537	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883537		
PRJEB18629	SAMEA103911677	ERS1600845	ERX1944039	ERR1883538	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883538/ERR1883538.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883538/ERR1883538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883538/ERR1883538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883538/ERR1883538.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883538/ERR1883538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883538/ERR1883538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883538/R4263.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883538/R4263.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883538/R4263.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883538/R4263.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883538	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883538		
PRJEB18629	SAMEA103911678	ERS1600846	ERX1944040	ERR1883539	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883539/ERR1883539.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883539/ERR1883539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883539/ERR1883539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883539/ERR1883539.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883539/ERR1883539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883539/ERR1883539_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883539/R4262.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883539/R4262.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883539/R4262.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883539/R4262.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883539	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883539		
PRJEB18629	SAMEA103911679	ERS1600847	ERX1944041	ERR1883540	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883540/ERR1883540.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883540/ERR1883540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883540/ERR1883540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883540/ERR1883540.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883540/ERR1883540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883540/ERR1883540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883540/R4098.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883540/R4098.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883540/R4098.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883540/R4098.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883540	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883540		
PRJEB18629	SAMEA103911680	ERS1600848	ERX1944042	ERR1883541	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883541/ERR1883541.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883541/ERR1883541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883541/ERR1883541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883541/ERR1883541.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883541/ERR1883541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883541/ERR1883541_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883541/R4273.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883541/R4273.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883541/R4273.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883541/R4273.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883541	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883541		
